Portal da Transparência do Estado de Mato Grosso do Sul
Relatório de Editais de Licitações
Data Abertura: 2022

Data da Abertura;Situação;Número do Edital;Número do Processo;Número do Contrato;Objeto;Órgão;Modalidade;Forma;Edital;Resultado
29/12/2022;Encerrada;0039/2022;29/028.100/2022;                              ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA, INSTALAÇÃO, DESINSTALAÇÃO, FORNECIMENTO DE PEÇAS E RECARGA DE GÁS PARA CONDICIONADORES DE AR;SED;PREGÃO ELETRÔNICO;
29/12/2022;Encerrada;0107/2022;27/008.489/2022;71072                         ;CONTRATAÇÃO DE SERVIÇOS DE LOCAÇÃO DE EQUIPAMENTOS COM FORNECIMENTO DE INSUMOS DE IMUNOHEMATOLOGIA LABORATORIAL;FESA;;
29/12/2022;Encerrada;0118/2022;27/007.916/2022;70379                         ;AQUISIÇÃO DE ULTRASSOM;FESA;;
28/12/2022;Encerrada;0001/2022;71/007.519/2022;69316                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE OUTSOURCING DE IMPRESSÃO NA MODALIDADE FRANQUIA DE PÁGINAS MAIS EXCEDENTE E INCLUSO O PAPEL, COM IMPRESSÃO MONOCROMÁTICA E POLICROMÁTICA, FORNECIMENTO DE SCANNER E DISPONIBILIDADE DOS EQUIPAMENTOS, ASSISTÊNCIA TÉCNICA E MANUTENÇÃO PREVENTIVA E CORRETIVA COM SUPORTE ON-SITE, SUBSTITUIÇÃO DE PEÇAS, COMPONENTE E MATERIAIS UTILIZADOS NA MANUTENÇÃO, FORNECIMENTOS DE INSUMOS E DISPONIBILIZAÇÃO DE SOFTWARE DE COLETA DE MEDIDORES FÍSICOS ;FUNDTUR;PREGÃO ELETRÔNICO;
27/12/2022;Encerrada;0014/2022;71/041.196/2021;70471                         ;CONTRATAÇÃO DE PRESTAÇÃO DE SERVIÇO OPERACIONAL DE CAMPO COM SERVIÇO DE MANUTENÇÃO, CONSERVAÇÃO E EXECUÇÃO DE REPAROS NO CENTRO DE PESQUISA E CAPACITAÇÃO DA AGÊNCIA DE DESENVOLVIMENTO AGRÁRIO E EXTENSÃO RURAL (CEPAER);AGRAER;PREGÃO ELETRÔNICO;
27/12/2022;Encerrada;0021/2022;31/055.242/2022;69511                         ;AQUISIÇÃO DE RAÇÃO E FENO DE ALFAFA PARA A CAVALARIA DA PMMS.;SEJUSP;;
27/12/2022;Suspenso;0087/2022;27/001.774/2022;                              ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇO DE MANUTENÇÃO PREVENTIVA, CORRETIVA E DE ADEQUAÇÃO DE INSTALAÇÕES DE REDES LÓGICAS (METÁLICA E ÓPTICA) PARA EQUIPAMENTOS DE INFORMÁTICA E TELEFONIA, COM FORNECIMENTO DE MATERIAIS E MÃO DE OBRA, INSTALAÇÃO DE REDE LÓGICA DE CABEAMENTO CATEGORIA 6, COM IMPLEMENTAÇÃO DE NOVOS PONTOS PARA DADOS, IMAGEM E VOZ, CONTEMPLANDO MATERIAIS E MÃO DE OBRA ;FESA;PREGÃO ELETRÔNICO;
26/12/2022;Encerrada;0022/2022;31/065.270/2022;69822                         ;Aquisição de 200 (duzentas) baterias de rádio portátil para atender a demanda das Unidades da SEJUSP/MS.;SEJUSP;;
26/12/2022;Encerrada;0126/2022;27/010.198/2022;70524                         ;Aquisição de equipamentos hospitalares - HOSPITAL REGIONAL DE DOURADOS;FESA;;
26/12/2022;Encerrada;0126/2022;27/010.198/2022;70525                         ;Aquisição de equipamentos hospitalares - HOSPITAL REGIONAL DE DOURADOS;FESA;;
