Portal da Transparência do Estado de Mato Grosso do Sul
Relatório de Editais de Licitações
Data Abertura: 2021

Data da Abertura;Situação;Número do Edital;Número do Processo;Número do Contrato;Objeto;Órgão;Modalidade;Forma;Edital;Resultado
30/12/2021;Encerrada;0014/2021;71/029.010/2021;59408                         ;AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIOS;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
30/12/2021;Encerrada;0014/2021;71/029.010/2021;59441                         ;AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIOS;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
30/12/2021;Encerrada;0014/2021;71/029.010/2021;59442                         ;AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIOS;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
30/12/2021;Encerrada;0014/2021;71/029.010/2021;59443                         ;AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIOS;AGRAER - Inativo - 2022;PREGÃO ELETRÔNICO;
30/12/2021;Encerrada;0126/2021;27/101.762/2020;59594                         ;AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES ;FESA;PREGÃO ELETRÔNICO;
30/12/2021;Encerrada;0126/2021;27/101.762/2020;59595                         ;AQUISIÇÃO DE EQUIPAMENTOS HOSPITALARES ;FESA;PREGÃO ELETRÔNICO;
30/12/2021;Encerrada;0008/2021;11/014.728/2020;59001                         ;AQUISIÇÃO DE EQUIPAMENTOS ELETRÔNICOS E ACESSÓRIOS.;FUNFAZ;PREGÃO ELETRÔNICO;
30/12/2021;Encerrada;0008/2021;11/014.728/2020;59015                         ;AQUISIÇÃO DE EQUIPAMENTOS ELETRÔNICOS E ACESSÓRIOS.;FUNFAZ;PREGÃO ELETRÔNICO;
30/12/2021;Encerrada;0008/2021;11/014.728/2020;59016                         ;AQUISIÇÃO DE EQUIPAMENTOS ELETRÔNICOS E ACESSÓRIOS.;FUNFAZ;PREGÃO ELETRÔNICO;
29/12/2021;Encerrada;0015/2021;11/005.154/2021;58527                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO CONTINUADO, PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E EXCEPCIONAL COM FORNECIMENTO DE PEÇAS E MATERIAIS  DE BALANÇAS RODOVIÁRIAS. ;FUNFAZ;PREGÃO ELETRÔNICO;
29/12/2021;Encerrada;0015/2021;11/005.154/2021;62240                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO CONTINUADO, PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E EXCEPCIONAL COM FORNECIMENTO DE PEÇAS E MATERIAIS  DE BALANÇAS RODOVIÁRIAS. ;FUNFAZ;PREGÃO ELETRÔNICO;
29/12/2021;Encerrada;0015/2021;11/005.154/2021;68207                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO CONTINUADO, PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E EXCEPCIONAL COM FORNECIMENTO DE PEÇAS E MATERIAIS  DE BALANÇAS RODOVIÁRIAS. ;FUNFAZ;PREGÃO ELETRÔNICO;
29/12/2021;Encerrada;0015/2021;11/005.154/2021;68224                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO CONTINUADO, PARA MANUTENÇÃO PREVENTIVA, CORRETIVA E EXCEPCIONAL COM FORNECIMENTO DE PEÇAS E MATERIAIS  DE BALANÇAS RODOVIÁRIAS. ;FUNFAZ;PREGÃO ELETRÔNICO;
